Arguments;Attacks;PercentageIncomplete;Index;Runtime;Timeout;NrRelevant;NrReachable;StabilityTime;StabilityStatus
5;7;10;15;0,007100582122802734;0;0;0;0,0034835338592529297;False
5;7;40;14;0,010598421096801758;0;2;3;0,003856658935546875;False
20;30;40;17;0,00850987434387207;0;0;18;0,005768775939941406;False
10;15;20;21;0,007609844207763672;0;1;1;0,0035660266876220703;False
5;7;30;4;0,007855892181396484;0;0;1;0,004080295562744141;True
25;37;20;5;0,008209705352783203;0;1;1;0,0038328170776367188;False
20;30;10;4;0,008064985275268555;0;0;0;0,004389524459838867;True
25;37;10;12;0,009999275207519531;0;1;1;0,0063059329986572266;False
20;30;30;3;0,008983612060546875;0;0;3;0,0041735172271728516;False
15;22;30;18;0,008832216262817383;0;0;5;0,005576372146606445;False
20;30;40;22;0,008990049362182617;0;1;1;0,0061757564544677734;False
25;37;30;14;;1;;15;0,013365983963012695;False
20;30;40;5;0,07979965209960938;0;7;7;0,004737377166748047;False
15;22;40;4;0,007822036743164062;0;0;2;0,004059553146362305;False
15;22;20;9;0,008701562881469727;0;0;0;0,003362417221069336;True
25;37;40;14;0,008408784866333008;0;0;0;0,003805875778198242;True
15;22;40;10;0,009132623672485352;0;1;2;0,004383087158203125;False
20;30;40;19;0,009252786636352539;0;0;18;0,0059087276458740234;False
20;30;20;15;0,008441686630249023;0;0;3;0,005016326904296875;False
10;15;20;6;0,007900476455688477;0;0;4;0,004442453384399414;False
10;15;10;21;0,008494138717651367;0;0;1;0,0038909912109375;False
20;30;10;22;0,008783817291259766;0;0;2;0,007325172424316406;False
5;7;10;22;0,0074999332427978516;0;0;0;0,0029191970825195312;True
20;30;40;24;0,007819652557373047;0;0;0;0,004483699798583984;False
15;22;30;24;0,008180379867553711;0;0;6;0,004647254943847656;False
10;15;30;21;0,0073435306549072266;0;0;0;0,003154754638671875;False
10;15;40;15;0,016308069229125977;0;2;5;0,006339073181152344;False
20;30;10;15;0,014762163162231445;0;0;3;0,004507303237915039;True
20;30;20;3;0,5770218372344971;0;1;9;0,0054934024810791016;False
20;30;40;9;0,00809168815612793;0;0;0;0,0036818981170654297;True
20;30;30;22;0,8212354183197021;0;9;10;0,005455493927001953;False
20;30;30;23;0,009053230285644531;0;0;14;0,005692720413208008;False
5;7;40;15;0,0075664520263671875;0;0;0;0,003512859344482422;True
20;30;30;10;0,007848978042602539;0;0;0;0,0036144256591796875;True
15;22;30;10;0,00803518295288086;0;1;1;0,003742218017578125;False
5;7;10;11;0,0073206424713134766;0;0;0;0,0036177635192871094;False
10;15;30;6;0,025557279586791992;0;2;6;0,004279375076293945;False
20;30;20;21;0,009102344512939453;0;0;4;0,004940032958984375;False
15;22;40;0;0,007635831832885742;0;0;0;0,003711700439453125;True
15;22;30;0;0,007497310638427734;0;0;0;0,0037622451782226562;False
25;37;30;24;0,012105941772460938;0;3;5;0,004684925079345703;False
15;22;30;1;0,03473210334777832;0;3;5;0,004369020462036133;False
15;22;40;2;0,7345359325408936;0;9;9;0,006260871887207031;False
20;30;20;16;0,06830048561096191;0;2;6;0,005553483963012695;False
10;15;40;18;0,07883834838867188;0;7;9;0,0060808658599853516;False
5;7;20;22;0,007967710494995117;0;0;0;0,0036122798919677734;True
20;30;10;10;0,008173227310180664;0;0;0;0,003950595855712891;False
25;37;20;2;0,01261281967163086;0;3;4;0,00548863410949707;False
5;7;10;3;0,007916927337646484;0;0;0;0,00473475456237793;False
5;7;10;8;0,008854389190673828;0;0;0;0,005036354064941406;False
25;37;20;8;0,01227259635925293;0;2;3;0,0051953792572021484;False
10;15;10;16;0,011983394622802734;0;0;2;0,004832744598388672;True
25;37;40;24;;1;;16;0,008592844009399414;False
10;15;20;16;0,008333921432495117;0;0;0;0,0033202171325683594;True
10;15;40;9;0,00760340690612793;0;0;0;0,003495454788208008;True
15;22;40;17;0,12086725234985352;0;2;8;0,004837989807128906;False
10;15;40;22;0,00863194465637207;0;1;1;0,0039103031158447266;False
20;30;20;0;2,756601572036743;0;0;10;0,005353450775146484;True
5;7;30;1;0,007788658142089844;0;0;0;0,003896474838256836;False
15;22;30;6;0,008218526840209961;0;0;3;0,004796743392944336;False
5;7;20;10;0,007253170013427734;0;0;0;0,0033462047576904297;True
10;15;30;3;0,0076751708984375;0;0;0;0,0033111572265625;False
20;30;20;20;0,007426261901855469;0;0;0;0,0035283565521240234;False
25;37;10;5;0,0075702667236328125;0;0;0;0,003591775894165039;False
25;37;10;10;0,007594585418701172;0;0;0;0,003393888473510742;True
5;7;10;0;0,0069751739501953125;0;0;0;0,0032677650451660156;False
20;30;30;8;0,008005380630493164;0;0;8;0,006304025650024414;False
15;22;20;15;0,007288217544555664;0;0;0;0,003453969955444336;False
5;7;40;2;0,007005453109741211;0;0;0;0,0034406185150146484;False
5;7;10;7;0,007178544998168945;0;0;0;0,0035948753356933594;False
25;37;40;1;;1;;15;0,005509853363037109;False
10;15;10;1;0,00803995132446289;0;0;0;0,0038001537322998047;False
25;37;10;20;0,008213520050048828;0;0;0;0,004067182540893555;True
5;7;40;22;0,007344961166381836;0;0;3;0,003986835479736328;False
10;15;40;4;0,007753133773803711;0;2;2;0,003979682922363281;False
15;22;20;11;0,007535457611083984;0;0;0;0,0037250518798828125;False
25;37;40;23;1,637207269668579;0;6;10;0,005526304244995117;False
25;37;30;10;0,008532524108886719;0;0;0;0,003825664520263672;True
5;7;30;9;0,007653474807739258;0;0;0;0,003511667251586914;True
25;37;10;4;0,00859212875366211;0;0;3;0,005225419998168945;False
10;15;30;22;0,21017861366271973;0;0;7;0,037067413330078125;True
25;37;30;8;14,474784851074219;0;0;12;0,006045341491699219;True
15;22;30;15;0,008508682250976562;0;0;0;0,003753185272216797;True
25;37;20;23;0,021207332611083984;0;0;4;0,009367227554321289;True
20;30;10;7;0,008256196975708008;0;0;3;0,005381107330322266;False
5;7;30;23;0,007895231246948242;0;0;1;0,0035610198974609375;True
25;37;30;6;0,008137702941894531;0;0;0;0,003926277160644531;True
10;15;20;15;0,008089065551757812;0;0;5;0,0043888092041015625;False
15;22;20;14;0,007803916931152344;0;0;3;0,005820751190185547;False
5;7;40;17;0,007539510726928711;0;0;4;0,004453182220458984;False
25;37;40;12;0,007953166961669922;0;0;8;0,004826068878173828;False
10;15;40;17;0,007503032684326172;0;0;0;0,0032205581665039062;True
20;30;20;8;0,007512569427490234;0;0;1;0,004049062728881836;False
20;30;40;18;0,008514642715454102;0;2;2;0,0039081573486328125;False
15;22;40;22;0,03728747367858887;0;0;5;0,003933429718017578;True
20;30;40;11;0,008152008056640625;0;0;0;0,004998683929443359;True
